n,T,p,Tn,sv_sigma,sv_rho,lam,target_radius,seed,path,status,phase1_assembly_time,phase2_factor_time,phase3_solve_time,total_time,iters,hit_maxiter,relative_residual,L_factor_nnz,bandwidth_u,banded_ab_bytes,banded_factor_bytes,H_B_nnz,Kbar_nnz_estimate,Kbar_csr_bytes_estimate,M_m_nnz,skip_direct,banded_total_bytes_estimate,skip_banded
10,1920,24,19200,0.3,0.95,10000.0,0.9,1,direct_cholmod,ok,1.0085628750093747,0.17967633297666907,0.0026687080098781735,1.190907915995922,0,0,1.0806865433103163e-12,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.3,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,1.008678250014782,0.17941441701259464,1.752892124990467,2.9409847920178436,229,0,8.849254829000858e-09,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.3,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.2514257080038078,0.16072820901172236,1.960314333991846,2.3724682510073762,229,0,9.445231526451233e-09,-1,249,38400000,38400000,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.3,0.95,10000.0,0.9,7,direct_cholmod,ok,1.0062840830069035,0.18115145797492005,0.0026414580061100423,1.1900769989879336,0,0,7.043366758700113e-13,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.3,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,1.005811665992951,0.17988733301172033,2.1672643340134528,3.352963333018124,279,0,9.841520931882607e-09,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.3,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.25542570801917464,0.15865587498410605,2.3806849170068745,2.794766500010155,278,0,9.632173834913804e-09,-1,249,38400000,38400000,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.5,0.95,10000.0,0.9,0,direct_cholmod,ok,1.0020985830051359,0.1861267499916721,0.003500916005577892,1.1917262490023859,0,0,3.2174977466439286e-12,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.5,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,1.0118970000185072,0.17927541700191796,12.702585791994352,13.893758209014777,1658,0,9.628076229342836e-09,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.5,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.25486029201420024,0.16140404200996272,14.128925874974811,14.545190208998974,1661,0,9.936181448587496e-09,-1,249,38400000,38400000,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.5,0.95,10000.0,0.9,1,direct_cholmod,ok,1.0072912499890663,0.18256074999226257,0.004192583990516141,1.194044583971845,0,0,2.7940262259833996e-12,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.5,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,1.0087740840099286,0.18101616701460443,13.082984333013883,14.272774584038416,1731,0,9.416911900679255e-09,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.5,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.24930904200300574,0.16145737501210533,14.733152041997528,15.143918459012639,1719,0,9.9760133580621e-09,-1,249,38400000,38400000,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.5,0.95,10000.0,0.9,7,direct_cholmod,ok,1.0064669160055928,0.18165658399811946,0.0026727080112323165,1.1907962080149446,0,0,2.383158016025464e-12,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.5,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,1.0048127499758266,0.17873412498738617,18.288381749996915,19.471928624960128,2439,0,9.67129548617135e-09,4968900,-1,-1,-1,4597200,9408000,150528000.0,3195,0,76800000,0
10,1920,24,19200,0.5,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.25277391701820306,0.1592555419774726,20.70250283300993,21.114532292005606,2444,0,9.58808529667262e-09,-1,249,38400000,38400000,4597200,9408000,150528000.0,3195,0,76800000,0
10,5000,2,50000,0.1,0.95,10000.0,0.9,0,direct_cholmod,ok,0.09987170799286105,0.03199408299406059,0.0008362090156879276,0.13270200000260957,0,0,1.2098644238581194e-12,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.1,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.1019456249778159,0.03268445801222697,0.08826129097724333,0.2228913739672862,31,0,8.127330033890447e-09,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.1,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.040249999990919605,0.011008707981090993,0.11638120899442583,0.16763991696643643,31,0,8.12734062668152e-09,-1,40,16400000,16400000,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.1,0.95,10000.0,0.9,1,direct_cholmod,ok,0.09857433300931007,0.03161254202132113,0.000822375004645437,0.13100925003527664,0,0,1.5688737440439192e-12,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.1,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.10176370898261666,0.03159220900852233,0.09155549999559298,0.22491141798673198,33,0,5.6658126773191e-09,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.1,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.038700791978044435,0.011043708014767617,0.12393512501148507,0.17367962500429712,33,0,5.6658208376300715e-09,-1,40,16400000,16400000,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.1,0.95,10000.0,0.9,7,direct_cholmod,ok,0.09763662499608472,0.03075545799219981,0.0008187920029740781,0.1292108749912586,0,0,7.442351249978548e-13,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.1,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.10063520801486447,0.03199966601096094,0.07437395901069976,0.20700883303652517,31,0,5.647042067346891e-09,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.1,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.039416874991729856,0.011136666988022625,0.11337500001536682,0.1639285419951193,31,0,5.647047258643525e-09,-1,40,16400000,16400000,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.3,0.95,10000.0,0.9,0,direct_cholmod,ok,0.09946112500620075,0.030585583997890353,0.0008034159836824983,0.1308501249877736,0,0,2.180234045436844e-12,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.3,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.10001674998784438,0.03143445900059305,0.8796806670143269,1.0111318760027643,322,0,9.626539312026337e-09,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.3,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.03918558300938457,0.010956957994494587,1.2327589170017745,1.2829014580056537,325,0,7.899376513223469e-09,-1,40,16400000,16400000,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.3,0.95,10000.0,0.9,1,direct_cholmod,ok,0.09968545899027959,0.031719874998088926,0.000838666019262746,0.13224400000763126,0,0,2.628350557843416e-12,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.3,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.10027574998093769,0.03258075000485405,0.8942935829982162,1.027150082984008,373,0,9.887555100819808e-09,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.3,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.037949833989841864,0.011018333985703066,1.418234582990408,1.4672027509659529,373,0,9.913343381260421e-09,-1,40,16400000,16400000,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.3,0.95,10000.0,0.9,7,direct_cholmod,ok,0.09875995802576654,0.03182541599380784,0.0008410409791395068,0.13142641499871388,0,0,1.2660926573109185e-12,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.3,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.10031541701755486,0.03178133399342187,0.7453362910018768,0.8774330420128535,308,0,9.82093298622535e-09,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.3,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.039490583003498614,0.011043209000490606,1.0826118339900859,1.133145625994075,308,0,9.858717351250066e-09,-1,40,16400000,16400000,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.5,0.95,10000.0,0.9,0,direct_cholmod,ok,0.10015579199534841,0.031752417009556666,0.0008315420127473772,0.13273975101765245,0,0,8.666309675103602e-12,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.5,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.09936266698059626,0.03171558299800381,7.834224541002186,7.965302790980786,2920,0,9.804159515359974e-09,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.5,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.03727916599018499,0.011070916021708399,10.546659792016726,10.59500987402862,2921,0,9.913977819935974e-09,-1,40,16400000,16400000,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.5,0.95,10000.0,0.9,1,direct_cholmod,ok,0.09936654102057219,0.031187583022983745,0.0008250410028267652,0.1313791650463827,0,0,8.588876970317673e-12,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.5,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.10002437498769723,0.0307985830004327,10.102905457984889,10.233728415973019,3951,0,9.406820153912784e-09,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.5,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.038443291996372864,0.010983624990331009,14.517999458010308,14.567426374997012,3961,0,9.37995516819584e-09,-1,40,16400000,16400000,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.5,0.95,10000.0,0.9,7,direct_cholmod,ok,0.09959779199562036,0.030692083993926644,0.0008115830132737756,0.13110145900282077,0,0,3.8900190977720895e-12,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.5,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.10280554200289771,0.03193137497873977,8.047794125013752,8.18253104199539,2933,0,9.888916983685667e-09,1294680,-1,-1,-1,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,2,50000,0.5,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.03892225000890903,0.011040375014999881,11.06030745798489,11.1102700830088,2927,0,9.83069802187433e-09,-1,40,16400000,16400000,1049700,2500000,40000000.0,8325,0,24000000,0
10,5000,12,50000,0.1,0.95,10000.0,0.9,0,direct_cholmod,ok,0.8874828330008313,0.28598079198854975,0.004801124974619597,1.1782647499640007,0,0,5.651298409624507e-13,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.1,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.8541528339846991,0.27981424998142757,0.34470158399199136,1.478668667958118,31,0,6.70407217850674e-09,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.1,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.24460637499578297,0.1977347079955507,0.3406607919896487,0.7830018749809824,31,0,6.7040779357048095e-09,-1,129,52000000,52000000,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.1,0.95,10000.0,0.9,1,direct_cholmod,ok,0.8518664159928448,0.28207370900781825,0.004634000011719763,1.1385741250123829,0,0,5.083420281794761e-13,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.1,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.8637529589759652,0.27930325001943856,0.34781683399342,1.4908730429888237,32,0,8.263987848406852e-09,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.1,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.24310637501184829,0.1971014160080813,0.33592466701520607,0.7761324580351356,32,0,8.263986829553365e-09,-1,129,52000000,52000000,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.1,0.95,10000.0,0.9,7,direct_cholmod,ok,0.8555892090080306,0.2823315419955179,0.004620000021532178,1.1425407510250807,0,0,4.516564284648625e-13,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.1,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.8656742079765536,0.28219795899349265,0.32429820799734443,1.4721703749673907,30,0,6.145913720928663e-09,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.1,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.2388291660172399,0.19775229098740965,0.3062637499824632,0.7428452069871128,30,0,6.1459109438363594e-09,-1,129,52000000,52000000,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.3,0.95,10000.0,0.9,0,direct_cholmod,ok,0.8540626670001075,0.28010333399288356,0.00547599999117665,1.1396420009841677,0,0,9.759859753052863e-13,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.3,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.8609328329912387,0.2714503750030417,3.5769047499925364,4.709287957986817,320,0,9.487030266588892e-09,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.3,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.24222533300053328,0.19557979100500233,3.4395376669999678,3.8773427910055034,322,0,9.279014299358322e-09,-1,129,52000000,52000000,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.3,0.95,10000.0,0.9,1,direct_cholmod,ok,0.860270417004358,0.28182787500554696,0.004703124985098839,1.1468014169950038,0,0,9.322627014204546e-13,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.3,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.8529828329919837,0.28070879098959267,4.012413958000252,5.146105581981828,373,0,9.729153610364573e-09,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.3,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.24149045799276792,0.19671133399242535,4.05572045900044,4.493922250985634,374,0,9.723514413738422e-09,-1,129,52000000,52000000,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.3,0.95,10000.0,0.9,7,direct_cholmod,ok,0.8513421250099782,0.2793096250097733,0.004613041994161904,1.1352647920139134,0,0,8.047270845398434e-13,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.3,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.867352542001754,0.2822992500150576,3.166561541002011,4.316213333018823,295,0,8.869745059599366e-09,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.3,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.2414180409978144,0.1963965840113815,3.2072837500018068,3.6450983750110026,294,0,9.843768439442244e-09,-1,129,52000000,52000000,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.5,0.95,10000.0,0.9,0,direct_cholmod,ok,0.8484079999907408,0.282945250015473,0.00455841701477766,1.1359116670209914,0,0,3.4788794327738267e-12,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.5,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.8612609999836423,0.2785380000132136,31.824684832972707,32.96448383296956,2943,0,9.660963684334585e-09,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.5,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.24069950002012774,0.19738324999343604,31.860395833995426,32.29847858400899,2942,0,9.520292977552647e-09,-1,129,52000000,52000000,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.5,0.95,10000.0,0.9,1,direct_cholmod,ok,0.8590662080096081,0.282824541995069,0.0046475839917548,1.146538333996432,0,0,3.779265841752346e-12,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.5,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.8551707500009798,0.28439283298212104,42.01941574999364,43.15897933297674,3921,0,9.747501535929773e-09,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.5,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.2401124160096515,0.1972421660029795,42.993390082992846,43.43074466500548,3912,0,9.678911289588312e-09,-1,129,52000000,52000000,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.5,0.95,10000.0,0.9,7,direct_cholmod,ok,0.8574047909933142,0.28139879199443385,0.0059118749923072755,1.1447154579800554,0,0,2.8259953225713727e-12,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.5,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.8627142499899492,0.2816162919916678,31.333601749996888,32.477932291978505,2909,0,9.977996978074169e-09,6766000,-1,-1,-1,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,12,50000,0.5,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.24527583399321884,0.19668412499595433,32.07548383300309,32.517443791992264,2915,0,9.680554757410735e-09,-1,129,52000000,52000000,6042200,12500000,200000000.0,8325,0,104000000,0
10,5000,24,50000,0.1,0.95,10000.0,0.9,0,direct_cholmod,ok,2.6782828329887707,0.49266191700007766,0.011858334008138627,3.182803083996987,0,0,4.70420355444876e-13,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.1,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,2.6735250830242876,0.4724572090199217,0.6119924999948125,3.757974792039022,31,0,5.811367625043698e-09,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.1,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.650007165997522,0.42265033299918287,0.5581016670039389,1.6307591660006437,31,0,5.8113695735687276e-09,-1,249,100000000,100000000,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.1,0.95,10000.0,0.9,1,direct_cholmod,ok,2.66873966701678,0.4840382089896593,0.007246958004543558,3.160024834010983,0,0,5.842681836709888e-13,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.1,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,2.638522124994779,0.4792989999987185,0.6207498339936137,3.7385709589871112,32,0,6.135275837441531e-09,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.1,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.6546018339868169,0.4793025410035625,0.5876875410031062,1.7215919159934856,32,0,6.135277223701435e-09,-1,249,100000000,100000000,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.1,0.95,10000.0,0.9,7,direct_cholmod,ok,2.666337291011587,0.4726695829886012,0.007181124994531274,3.1461879989947192,0,0,3.9007730121763717e-13,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.1,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,2.6467884589801542,0.47841712497756816,0.5810990419995505,3.706304625957273,30,0,6.565843622341551e-09,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.1,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.6447320420120377,0.4196626670018304,0.5501175840036012,1.6145122930174693,30,0,6.565842050099122e-09,-1,249,100000000,100000000,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.3,0.95,10000.0,0.9,0,direct_cholmod,ok,2.6511360830045305,0.47485579099156894,0.007298250013263896,3.1332901240093634,0,0,9.478948733048891e-13,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.3,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,2.643023207987426,0.47297166599310003,6.515296416997444,9.63129129097797,338,0,9.080044296555134e-09,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.3,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.6536486659897491,0.42124966700794175,6.149898000003304,7.224796333000995,339,0,9.02323462117757e-09,-1,249,100000000,100000000,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.3,0.95,10000.0,0.9,1,direct_cholmod,ok,2.6855223329912405,0.4920067500206642,0.009899583004880697,3.1874286660167854,0,0,1.0257066831226022e-12,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.3,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,2.632356999994954,0.4746349999913946,7.430775624990929,10.537767624977278,381,0,9.719007818368055e-09,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.3,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.6540558749984484,0.4530632080277428,7.019444999983534,8.126564083009725,380,0,9.75287624709886e-09,-1,249,100000000,100000000,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.3,0.95,10000.0,0.9,7,direct_cholmod,ok,2.8905477919906843,0.4860331249947194,0.011865415988722816,3.3884463329741266,0,0,7.58066653413402e-13,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.3,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,2.7717041250143666,0.5047481249785051,6.2559301250148565,9.532382375007728,310,0,9.234882322300412e-09,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.3,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.6738830830145162,0.4865243330132216,5.811272749997443,6.97168016602518,311,0,8.59801345203954e-09,-1,249,100000000,100000000,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.5,0.95,10000.0,0.9,0,direct_cholmod,ok,2.745364000002155,0.4884747909964062,0.009605500003090128,3.2434442910016514,0,0,5.000639340740298e-12,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.5,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,2.7517828329873737,0.5012451669899747,67.67270349999308,70.92573149997042,3269,0,9.072056717907603e-09,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.5,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.6986683330032974,0.45191354100825265,62.633609624987,63.78419149899855,3285,0,9.469622481364456e-09,-1,249,100000000,100000000,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.5,0.95,10000.0,0.9,1,direct_cholmod,ok,2.8776728750090115,0.4979571670119185,0.008789375016931444,3.3844194170378614,0,0,3.974958100838084e-12,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.5,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,2.793241917010164,0.5102241249987856,83.52347808302147,86.82694412503042,3967,0,9.610173859464913e-09,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.5,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.7015467919991352,0.4605016249988694,76.90166545801912,78.06371387501713,3968,0,9.387680164208831e-09,-1,249,100000000,100000000,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.5,0.95,10000.0,0.9,7,direct_cholmod,ok,2.7823119169916026,0.4997781250276603,0.0074831249949056655,3.2895731670141686,0,0,2.228559671884929e-12,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.5,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,2.76987908402225,0.5111069169943221,60.6474236669892,63.92840966800577,2937,0,9.521900946027617e-09,12992300,-1,-1,-1,12020000,24500000,392000000.0,8325,0,200000000,0
10,5000,24,50000,0.5,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.6914915829838719,0.4508259170106612,56.31127329199808,57.45359079199261,2936,0,9.383604416700938e-09,-1,249,100000000,100000000,12020000,24500000,392000000.0,8325,0,200000000,0
10,10000,2,100000,0.1,0.95,10000.0,0.9,0,direct_cholmod,ok,0.2298510829859879,0.06687295899610035,0.002155583002604544,0.2988796249846928,0,0,1.1905555575654092e-12,2589684,-1,-1,-1,2099700,5000000,80000000.0,16660,0,48000000,0
10,10000,2,100000,0.1,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.2197846669878345,0.06734012500965036,0.15069112501805648,0.43781591701554134,31,0,8.456154347111636e-09,2589684,-1,-1,-1,2099700,5000000,80000000.0,16660,0,48000000,0
10,10000,2,100000,0.1,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.0814820840023458,0.02373412501765415,0.20852587500121444,0.3137420840212144,31,0,8.456152394498298e-09,-1,40,32800000,32800000,2099700,5000000,80000000.0,16660,0,48000000,0
10,10000,2,100000,0.1,0.95,10000.0,0.9,1,direct_cholmod,ok,0.21910775001742877,0.06557129099383019,0.0016447499801870435,0.286323790991446,0,0,1.6137661520002444e-12,2589684,-1,-1,-1,2099700,5000000,80000000.0,16660,0,48000000,0
10,10000,2,100000,0.1,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.22299358301097527,0.0668520419858396,0.17133016599109396,0.46117579098790884,33,0,8.961172512325604e-09,2589684,-1,-1,-1,2099700,5000000,80000000.0,16660,0,48000000,0
