axis,axis_value,n,T,p,sv_sigma,sv_rho,lam,target_radius,seed,preconditioner,iters,status,hit_maxiter,relative_residual,setup_time,solve_time,matvec_time_mean,cond_proxy
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,0,block_jacobi,3040,0,0,9.829627003788626e-09,0.010882250004215166,0.2220280829933472,4.7541019739583135e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,0,time_averaged_lu,149,0,0,9.33490963300238e-09,0.0055528329976368695,0.022408625023672357,4.7541019739583135e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,0,time_averaged_chol,149,0,0,8.031158509364836e-09,0.004910125018795952,0.012311709026107565,4.7541019739583135e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,0,direct_splu,0,0,0,8.512118024476453e-12,0.001680999994277954,0.00010408301022835076,4.7541019739583135e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,0,direct_cholmod,0,0,0,1.3157723294738959e-11,0.0007180410029832274,2.941599814221263e-05,4.7541019739583135e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,1,none,3250,0,0,9.971044936629207e-09,4.159810487180948e-07,0.17111887500504963,4.9708993174135685e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,1,jacobi,3756,0,0,8.047613348515972e-09,6.0125021263957024e-05,0.19534429200575687,4.9708993174135685e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,1,block_jacobi,3750,0,0,6.974143991541945e-09,0.010560708004049957,0.27257341699441895,4.9708993174135685e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,1,time_averaged_lu,117,0,0,9.68633495041657e-09,0.005411624995758757,0.017400457989424467,4.9708993174135685e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,1,time_averaged_chol,115,0,0,9.540966235422054e-09,0.004603458975907415,0.00898820799193345,4.9708993174135685e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,1,direct_splu,0,0,0,2.097789058592327e-11,0.0015867089969106019,9.970800601877272e-05,4.9708993174135685e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,1,direct_cholmod,0,0,0,2.493691793817818e-11,0.000686624989612028,2.8749986086040735e-05,4.9708993174135685e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,7,none,2198,0,0,8.417510758715278e-09,3.3300602808594704e-07,0.11345166701357812,4.283300950191915e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,7,jacobi,3617,0,0,9.970345743733901e-09,4.729200736619532e-05,0.18876708298921585,4.283300950191915e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,7,block_jacobi,3690,0,0,7.794474167036463e-09,0.011001042003044859,0.2687656249909196,4.283300950191915e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,7,time_averaged_lu,139,0,0,8.181085952323688e-09,0.0053562500106636435,0.02066266699694097,4.283300950191915e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,7,time_averaged_chol,135,0,0,9.85345065056157e-09,0.0047289999783970416,0.010809625004185364,4.283300950191915e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,7,direct_splu,0,0,0,1.4447477484827622e-11,0.0016444169741589576,0.00010383300832472742,4.283300950191915e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,7,direct_cholmod,0,0,0,1.704875121153541e-11,0.0010007919918280095,2.862501423805952e-05,4.283300950191915e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,0,none,5066,0,0,8.449297093590979e-09,4.5899651013314724e-07,0.26165658299578354,4.5082997530698776e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,0,jacobi,4363,0,0,8.764820999150615e-09,5.445798160508275e-05,0.22871720799594186,4.5082997530698776e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,0,block_jacobi,4107,0,0,9.634617956567159e-09,0.010780875018099323,0.2988540410005953,4.5082997530698776e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,0,time_averaged_lu,153,0,0,8.654565602385727e-09,0.005319165997207165,0.02253658400150016,4.5082997530698776e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,0,time_averaged_chol,148,0,0,9.05314516199247e-09,0.004598750005243346,0.011775749997468665,4.5082997530698776e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,0,direct_splu,0,0,0,6.333847551026659e-11,0.0015845830203033984,9.899999713525176e-05,4.5082997530698776e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,0,direct_cholmod,0,0,0,9.258536251571037e-11,0.0007129170116968453,2.9916001949459314e-05,4.5082997530698776e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,1,none,3952,0,0,9.380086789263952e-09,2.500019036233425e-07,0.20576774998335168,4.6290981117635965e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,1,jacobi,4902,0,0,9.517893538857549e-09,4.3832988012582064e-05,0.257775666017551,4.6290981117635965e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,1,block_jacobi,4892,0,0,1.0558446154833192e-08,0.010761290992377326,0.3574323749926407,4.6290981117635965e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,1,time_averaged_lu,117,0,0,9.712286806364521e-09,0.005499708000570536,0.01736095899832435,4.6290981117635965e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,1,time_averaged_chol,116,0,0,7.896876567239907e-09,0.004981083009624854,0.009207041992340237,4.6290981117635965e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,1,direct_splu,0,0,0,1.6827120231185165e-10,0.0016069170087575912,0.00010083301458507776,4.6290981117635965e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,1,direct_cholmod,0,0,0,2.4182242819668936e-10,0.0006982499908190221,2.9417016776278615e-05,4.6290981117635965e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,7,none,2664,0,0,9.367389176417935e-09,4.1601015254855156e-07,0.13828774998546578,4.7999987145885825e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,7,jacobi,4717,0,0,8.265000075173936e-09,5.454101483337581e-05,0.24862054098048247,4.7999987145885825e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,7,block_jacobi,4795,0,0,8.949500708458314e-09,0.011098459013737738,0.354227624979103,4.7999987145885825e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,7,time_averaged_lu,139,0,0,9.611836230641573e-09,0.005419666995294392,0.020557417010422796,4.7999987145885825e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,7,time_averaged_chol,136,0,0,9.29453636223983e-09,0.00486979098059237,0.010915084014413878,4.7999987145885825e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,7,direct_splu,0,0,0,1.2373081305361642e-10,0.0016635000065434724,0.00010825000936165452,4.7999987145885825e-05,nan
lam,1000000.0,5,480,2,0.3,0.95,1000000.0,0.9,7,direct_cholmod,0,0,0,1.3893632256096962e-10,0.0007021669880487025,3.05419962387532e-05,4.7999987145885825e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,0,none,1278,0,0,8.262030809315724e-09,4.159810487180948e-07,0.06634833401767537,5.2916991990059614e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,0,jacobi,1506,0,0,9.078673357738657e-09,5.425000563263893e-05,0.0779004159849137,5.2916991990059614e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,0,block_jacobi,1139,0,0,8.865877953247387e-09,0.01054437502170913,0.08326516597298905,5.2916991990059614e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,0,time_averaged_lu,149,0,0,9.151193431491855e-09,0.005523458996322006,0.02222774998517707,5.2916991990059614e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,0,time_averaged_chol,149,0,0,7.264245597263514e-09,0.004763542005093768,0.011977124988334253,5.2916991990059614e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,0,direct_splu,0,0,0,4.627123894148425e-13,0.0015267089765984565,0.00010420900071039796,5.2916991990059614e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,0,direct_cholmod,0,0,0,6.499385158322871e-13,0.0007089159917086363,2.9416987672448158e-05,5.2916991990059614e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,1,none,997,0,0,9.988542571559316e-09,5.420006345957518e-07,0.051468166988343,5.062500713393092e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,1,jacobi,930,0,0,9.085506297547041e-09,6.066699279472232e-05,0.04820462499628775,5.062500713393092e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,1,block_jacobi,905,0,0,9.161447898077959e-09,0.010466875013662502,0.06573333402047865,5.062500713393092e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,1,time_averaged_lu,116,0,0,7.4496457938680565e-09,0.005433417012682185,0.01691604100051336,5.062500713393092e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,1,time_averaged_chol,116,0,0,7.421384582590731e-09,0.0048325000097975135,0.009204500005580485,5.062500713393092e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,1,direct_splu,0,0,0,4.775790664969589e-13,0.001606374979019165,8.962498395703733e-05,5.062500713393092e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,1,direct_cholmod,0,0,0,7.393637388402061e-13,0.0007296250259969383,2.850001328624785e-05,5.062500713393092e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,7,none,1127,0,0,8.943383873787853e-09,3.3300602808594704e-07,0.05833966698264703,4.800001624971628e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,7,jacobi,1413,0,0,9.040728808846714e-09,7.558299694210291e-05,0.07482358301058412,4.800001624971628e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,7,block_jacobi,1248,0,0,9.633928010387677e-09,0.010609457996906713,0.09097712501534261,4.800001624971628e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,7,time_averaged_lu,138,0,0,9.780243464509606e-09,0.005462083005113527,0.020566708000842482,4.800001624971628e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,7,time_averaged_chol,136,0,0,9.986836291855827e-09,0.004812375002074987,0.010858166991965845,4.800001624971628e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,7,direct_splu,0,0,0,7.276943264506652e-13,0.001675208011874929,9.270801092498004e-05,4.800001624971628e-05,nan
target_radius,0.5,5,480,2,0.3,0.95,10000.0,0.5,7,direct_cholmod,0,0,0,9.704225900890413e-13,0.000702209013979882,3.1167000997811556e-05,4.800001624971628e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,0,none,1554,0,0,9.530818834684821e-09,4.169996827840805e-07,0.08067041699541733,4.82079922221601e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,0,jacobi,1706,0,0,9.407801454562488e-09,5.033399793319404e-05,0.08952154099824838,4.82079922221601e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,0,block_jacobi,1534,0,0,9.858924299479528e-09,0.01068862501415424,0.1133232910069637,4.82079922221601e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,0,time_averaged_lu,149,0,0,7.73481196839486e-09,0.005578582989983261,0.022292290988843888,4.82079922221601e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,0,time_averaged_chol,148,0,0,7.842905908319383e-09,0.004650999995646998,0.011940291995415464,4.82079922221601e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,0,direct_splu,0,0,0,5.654562698389301e-13,0.0015356249932665378,9.691700688563287e-05,4.82079922221601e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,0,direct_cholmod,0,0,0,8.702118173017543e-13,0.0007108340214472264,2.9208982596173882e-05,4.82079922221601e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,1,none,1418,0,0,8.02280649261958e-09,2.9199873097240925e-07,0.07339570901240222,4.824998904950917e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,1,jacobi,1448,0,0,8.815240601104942e-09,4.458302282728255e-05,0.07528470800025389,4.824998904950917e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,1,block_jacobi,1451,0,0,9.637483618224558e-09,0.010574916988844052,0.10629045899258927,4.824998904950917e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,1,time_averaged_lu,118,0,0,9.450380405362417e-09,0.005254791991319507,0.01710404100595042,4.824998904950917e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,1,time_averaged_chol,117,0,0,8.657380398659949e-09,0.004928832990117371,0.009202457993524149,4.824998904950917e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,1,direct_splu,0,0,0,9.172594290402657e-13,0.0015582499909214675,9.883299935609102e-05,4.824998904950917e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,1,direct_cholmod,0,0,0,9.869411965795346e-13,0.0007388750091195107,2.7959002181887627e-05,4.824998904950917e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,7,none,1289,0,0,9.637903252699375e-09,4.169996827840805e-07,0.06729987499420531,4.9124995712190866e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,7,jacobi,1815,0,0,8.998071862496947e-09,4.3042004108428955e-05,0.09505149998585694,4.9124995712190866e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,7,block_jacobi,1748,0,0,7.483578082194931e-09,0.010613959020702168,0.12764091699500568,4.9124995712190866e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,7,time_averaged_lu,137,0,0,9.413357176201922e-09,0.00516966701252386,0.020278790994780138,4.9124995712190866e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,7,time_averaged_chol,136,0,0,9.099787511655033e-09,0.004693041992140934,0.010798083007102832,4.9124995712190866e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,7,direct_splu,0,0,0,1.0324022939987498e-12,0.0016790000081527978,9.099999442696571e-05,4.9124995712190866e-05,nan
target_radius,0.7,5,480,2,0.3,0.95,10000.0,0.7,7,direct_cholmod,0,0,0,1.1567650339965093e-12,0.000723167002433911,2.995799877680838e-05,4.9124995712190866e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,0,none,3187,0,0,9.564237089832547e-09,4.159810487180948e-07,0.166571167006623,4.787501529790461e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,0,jacobi,2128,0,0,8.43175599558946e-09,5.587501800619066e-05,0.11156966700218618,4.787501529790461e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,0,block_jacobi,2035,0,0,9.261526146013419e-09,0.01077162497676909,0.14812895900104195,4.787501529790461e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,0,time_averaged_lu,151,0,0,7.326318795350968e-09,0.005536207987461239,0.02249862501048483,4.787501529790461e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,0,time_averaged_chol,150,0,0,9.34611029650272e-09,0.004871334007475525,0.011980666022282094,4.787501529790461e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,0,direct_splu,0,0,0,8.485091179289236e-13,0.0016896669985726476,9.770801989361644e-05,4.787501529790461e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,0,direct_cholmod,0,0,0,1.0148559588640863e-12,0.0007096670160535723,3.183400258421898e-05,4.787501529790461e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,1,none,2573,0,0,8.317015725993338e-09,3.329769242554903e-07,0.13417537498753518,4.741700831800699e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,1,jacobi,2609,0,0,9.377345788738357e-09,5.3208001190796494e-05,0.1379831660015043,4.741700831800699e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,1,block_jacobi,2596,0,0,9.18760374687606e-09,0.010378250008216128,0.1876463750086259,4.741700831800699e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,1,time_averaged_lu,116,0,0,7.964553430658434e-09,0.005430290999356657,0.01729004201479256,4.741700831800699e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,1,time_averaged_chol,116,0,0,7.692300409613758e-09,0.004712082998594269,0.009187666000798345,4.741700831800699e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,1,direct_splu,0,0,0,1.7729637275713841e-12,0.0015627920220140368,9.391701314598322e-05,4.741700831800699e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,1,direct_cholmod,0,0,0,2.2674379510735677e-12,0.0007039170013740659,3.254198236390948e-05,4.741700831800699e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,7,none,1724,0,0,9.577678933268433e-09,3.33995558321476e-07,0.0894807500008028,4.212500061839819e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,7,jacobi,2414,0,0,9.463054218667879e-09,6.700001540593803e-05,0.12765120799303986,4.212500061839819e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,7,block_jacobi,2414,0,0,7.149109107213198e-09,0.010792291985126212,0.17513054198934697,4.212500061839819e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,7,time_averaged_lu,138,0,0,8.551437840389185e-09,0.00544516701484099,0.02066337500582449,4.212500061839819e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,7,time_averaged_chol,136,0,0,9.76225087545071e-09,0.004685457999585196,0.010393250006018206,4.212500061839819e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,7,direct_splu,0,0,0,1.446818554653124e-12,0.0018015829846262932,9.32919792830944e-05,4.212500061839819e-05,nan
target_radius,0.9,5,480,2,0.3,0.95,10000.0,0.9,7,direct_cholmod,0,0,0,1.5913211086265775e-12,0.0007123749819584191,2.6291992980986834e-05,4.212500061839819e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,0,none,4933,0,0,9.954679779135887e-09,3.7497375160455704e-07,0.25205204100348055,4.879198968410492e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,0,jacobi,2817,0,0,9.59911797223189e-09,5.3167022997513413e-05,0.14706004201434553,4.879198968410492e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,0,block_jacobi,2719,0,0,9.187536603501107e-09,0.010821208008565009,0.1980179579986725,4.879198968410492e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,0,time_averaged_lu,151,0,0,8.626493873136619e-09,0.005259917001239955,0.022287707979558036,4.879198968410492e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,0,time_averaged_chol,149,0,0,8.503577451297755e-09,0.004447749990504235,0.011510125012136996,4.879198968410492e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,0,direct_splu,0,0,0,1.7611994033206906e-12,0.0015982500044628978,0.00010983299580402672,4.879198968410492e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,0,direct_cholmod,0,0,0,2.5056578264068686e-12,0.0007099999929778278,3.3499993151053786e-05,4.879198968410492e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,1,none,3596,0,0,8.394634482131199e-09,4.1601015254855156e-07,0.18669983302243054,4.720798460766673e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,1,jacobi,3418,0,0,9.957660054558214e-09,5.3915980970487e-05,0.17916166700888425,4.720798460766673e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,1,block_jacobi,3360,0,0,9.041451224798997e-09,0.01083495799684897,0.24530816701008007,4.720798460766673e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,1,time_averaged_lu,116,0,0,9.502869147730017e-09,0.005334499990567565,0.017042291001416743,4.720798460766673e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,1,time_averaged_chol,115,0,0,8.896584331589687e-09,0.0050163340056315064,0.00917179201496765,4.720798460766673e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,1,direct_splu,0,0,0,2.802466647749312e-12,0.0016157080244738609,9.283298277296126e-05,4.720798460766673e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,1,direct_cholmod,0,0,0,3.611390538092059e-12,0.0007071250001899898,2.9416987672448158e-05,4.720798460766673e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,7,none,1920,0,0,9.271500493135547e-09,3.7500285543501377e-07,0.09982841601595283,4.791698302142322e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,7,jacobi,2694,0,0,8.58894866627086e-09,4.879198968410492e-05,0.1430578329891432,4.791698302142322e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,7,block_jacobi,2721,0,0,8.355521514772614e-09,0.010913917009020224,0.19903516699559987,4.791698302142322e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,7,time_averaged_lu,133,0,0,9.094874588688121e-09,0.005566333013121039,0.019639208010630682,4.791698302142322e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,7,time_averaged_chol,133,0,0,7.311271735086561e-09,0.004919625003822148,0.0106510839832481,4.791698302142322e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,7,direct_splu,0,0,0,1.8922017088932067e-12,0.0016553750028833747,0.00010054200538434088,4.791698302142322e-05,nan
target_radius,0.97,5,480,2,0.3,0.95,10000.0,0.97,7,direct_cholmod,0,0,0,1.6704201089111999e-12,0.000697874987963587,3.216598997823894e-05,4.791698302142322e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,0,none,5453,0,0,9.203445743949151e-09,3.7497375160455704e-07,0.28239495801972225,4.7416979214176536e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,0,jacobi,3089,0,0,7.623376552671707e-09,5.620799493044615e-05,0.1640889169939328,4.7416979214176536e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,0,block_jacobi,2918,0,0,9.984531227266124e-09,0.01105312499566935,0.21716170801664703,4.7416979214176536e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,0,time_averaged_lu,150,0,0,9.29321204310534e-09,0.005421499983640388,0.022315125010209158,4.7416979214176536e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,0,time_averaged_chol,149,0,0,8.75911523110541e-09,0.00465579199953936,0.011773042002459988,4.7416979214176536e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,0,direct_splu,0,0,0,2.171068587545889e-12,0.0016765419859439135,0.00010504201054573059,4.7416979214176536e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,0,direct_cholmod,0,0,0,3.4783621766702737e-12,0.0007560419908259064,2.862501423805952e-05,4.7416979214176536e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,1,none,4163,0,0,9.884069078057795e-09,2.9199873097240925e-07,0.21765466599026695,5.183299072086811e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,1,jacobi,3758,0,0,7.951316823644251e-09,5.354199674911797e-05,0.19805729200015776,5.183299072086811e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,1,block_jacobi,3657,0,0,9.20106073550816e-09,0.010548582999035716,0.2709746669861488,5.183299072086811e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,1,time_averaged_lu,116,0,0,9.624661158573893e-09,0.005536916985874996,0.017354166979203,5.183299072086811e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,1,time_averaged_chol,115,0,0,9.262881385756188e-09,0.0046757500094827265,0.009310833003837615,5.183299072086811e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,1,direct_splu,0,0,0,3.0833769429500095e-12,0.0014724580105394125,8.991698268800974e-05,5.183299072086811e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,1,direct_cholmod,0,0,0,4.062986214059871e-12,0.0006556250154972076,2.5166984414681792e-05,5.183299072086811e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,7,none,2026,0,0,9.98393840751983e-09,2.910092007368803e-07,0.10537045798264444,4.783400800079107e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,7,jacobi,2839,0,0,9.903263502588348e-09,5.579099524766207e-05,0.150298208987806,4.783400800079107e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,7,block_jacobi,2778,0,0,8.936064166869e-09,0.010994167008902878,0.2039556670060847,4.783400800079107e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,7,time_averaged_lu,133,0,0,9.521730371516786e-09,0.0057189579820260406,0.01989291701465845,4.783400800079107e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,7,time_averaged_chol,132,0,0,9.58890819823104e-09,0.004914832999929786,0.01068995799869299,4.783400800079107e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,7,direct_splu,0,0,0,1.4526030745416154e-12,0.001745290996041149,0.00010316699626855552,4.783400800079107e-05,nan
target_radius,0.99,5,480,2,0.3,0.95,10000.0,0.99,7,direct_cholmod,0,0,0,1.805158646806027e-12,0.0007413330022245646,2.8750015189871192e-05,4.783400800079107e-05,nan
p,1,5,480,1,0.3,0.95,10000.0,0.9,0,none,4583,0,0,8.640570189917414e-09,4.169996827840805e-07,0.20199854101520032,4.1125022107735276e-05,nan
p,1,5,480,1,0.3,0.95,10000.0,0.9,0,jacobi,2573,0,0,9.516566452728975e-09,4.254200030118227e-05,0.11604145800811239,4.1125022107735276e-05,nan
p,1,5,480,1,0.3,0.95,10000.0,0.9,0,block_jacobi,2480,0,0,9.024127967298011e-09,0.010320291999960318,0.16197366701089777,4.1125022107735276e-05,nan
p,1,5,480,1,0.3,0.95,10000.0,0.9,0,time_averaged_lu,139,0,0,8.91112701197615e-09,0.004432582994922996,0.02080004202434793,4.1125022107735276e-05,nan
p,1,5,480,1,0.3,0.95,10000.0,0.9,0,time_averaged_chol,137,0,0,9.077250071764371e-09,0.003804167005000636,0.009224542009178549,4.1125022107735276e-05,nan
p,1,5,480,1,0.3,0.95,10000.0,0.9,0,direct_splu,0,0,0,1.5648888266011243e-12,0.001041999988956377,0.00010220898548141122,4.1125022107735276e-05,nan
